Code;Population;
SK032A516317;556;
SK032A516333;327;
SK032A516341;154;
SK032A516368;194;
SK032A516376;925;
SK032A516384;503;
SK032A516392;173;
SK032A516406;601;
SK032A516414;272;
SK032A516422;81;
SK032A516431;183;
SK032A516449;76;
SK032A516457;157;
SK032A516465;567;
SK032A516473;439;
SK032A516490;479;
SK032A516503;133;
SK032A516511;189;
SK032A516520;1775;
SK032A516538;320;
SK032A516546;646;
SK032A516554;411;
SK032A516562;150;
SK032A516571;1189;
SK032A558192;478;
SK032A558206;155;
SK032A558214;170;
SK032B518158;39844;
SK032B518166;530;
SK032B518174;158;
SK032B518191;372;
SK032B518204;1353;
SK032B518221;132;
SK032B518298;1855;
SK032B518361;378;
SK032B518476;244;
SK032B518506;1605;
SK032B518581;28;
SK032B518654;42;
SK032B518662;2486;
SK032B518671;317;
SK032B518689;2252;
SK032B518697;542;
SK032B518727;869;
SK032B518760;1407;
SK032B518808;4811;
SK032B518875;427;
SK032B518891;440;
SK032B518972;2783;
SK032B518981;539;
SK032B558087;280;
SK032B558133;1372;
SK032B581585;870;
SK032C516759;2019;
SK032C516805;669;
SK032C516813;568;
SK032C516830;1075;
SK032C516902;173;
SK032C517062;817;
SK032C517097;6904;
SK032C517119;545;
SK032C517127;126;
SK032C517232;523;
SK032C517291;1208;
SK032C517330;1020;
SK032C517348;416;
SK032C517356;622;
SK032C517381;5729;
SK032C517399;860;
SK032C580546;536;
SK032C581607;1012;
SK032D516589;17032;
SK032D516660;353;
SK032D516708;633;
SK032D516724;351;
SK032D516732;222;
SK032D516741;884;
SK032D516767;2670;
SK032D516791;536;
SK032D516821;421;
SK032D516848;479;
SK032D516872;945;
SK032D516881;545;
SK032D516937;393;
SK032D516945;463;
SK032D516961;258;
SK032D516970;4812;
SK032D516988;248;
SK032D516996;206;
SK032D517011;402;
SK032D517020;677;
SK032D517038;1588;
SK032D517046;199;
SK032D517089;391;
SK032D517135;597;
SK032D517186;691;
SK032D517194;546;
SK032D517216;265;
SK032D517241;372;
SK032D517259;537;
SK032D517267;1123;
SK032D517313;1248;
SK032D517364;1134;
SK032D581747;664;
SK032D599328;773;
SK032D599336;1391;
SK0321508438;74590;
SK0321508454;2093;
SK0321508471;233;
SK0321508519;462;
SK0321508543;497;
SK0321508551;265;
SK0321508560;288;
SK0321508586;403;
SK0321508594;835;
SK0321508616;520;
SK0321508632;686;
SK0321508641;388;
SK0321508659;1434;
SK0321508675;2138;
SK0321508713;491;
SK0321508721;719;
SK0321508748;1258;
SK0321508756;687;
SK0321508764;1382;
SK0321508781;434;
SK0321508799;229;
SK0321508802;109;
SK0321508837;178;
SK0321508861;909;
SK0321508896;123;
SK0321508918;1556;
SK0321508926;140;
SK0321508942;1024;
SK0321508969;856;
SK0321508977;363;
SK0321508985;2124;
SK0321509001;3242;
SK0321509019;564;
SK0321509027;747;
SK0321509035;224;
SK0321509060;667;
SK0321557269;159;
SK0321557277;391;
SK0321557285;1163;
SK0321557293;1275;
SK0321580236;658;
SK0321580244;1138;
SK0322516597;1273;
SK0322516601;153;
SK0322516627;1163;
SK0322516643;9426;
SK0322516651;464;
SK0322516678;143;
SK0322516716;190;
SK0322516856;358;
SK0322516953;169;
SK0322517071;162;
SK0322517143;339;
SK0322517160;87;
SK0322517178;634;
SK0322517283;816;
SK0322517372;127;
SK0323508446;906;
SK0323508462;1154;
SK0323508489;672;
SK0323508497;19866;
SK0323508527;4980;
SK0323508535;701;
SK0323508578;166;
SK0323508608;2425;
SK0323508624;566;
SK0323508667;1127;
SK0323508691;37;
SK0323508705;1145;
SK0323508730;227;
SK0323508772;1258;
SK0323508811;512;
SK0323508829;1709;
SK0323508845;356;
SK0323508853;3531;
SK0323508870;2115;
SK0323508888;1682;
SK0323508900;2888;
SK0323508934;1294;
SK0323508951;273;
SK0323508993;184;
SK0323509043;1334;
SK0323509051;1466;
SK0323509086;3382;
SK0323509094;425;
SK0323509124;2139;
SK0323557251;152;
SK0324511510;555;
SK0324511731;558;
SK0324518263;13704;
SK0324518271;688;
SK0324518379;950;
SK0324518450;181;
SK0324518468;7068;
SK0324518492;481;
SK0324518549;1738;
SK0324518794;534;
SK0324518816;310;
SK0324518824;1149;
SK0324518921;1523;
SK0324518930;334;
SK0324580520;938;
SK0325518212;1116;
SK0325518239;564;
SK0325518247;233;
SK0325518255;445;
SK0325518280;302;
SK0325518301;125;
SK0325518310;240;
SK0325518336;216;
SK0325518344;117;
SK0325518352;104;
SK0325518387;1369;
SK0325518409;767;
SK0325518417;1396;
SK0325518425;887;
SK0325518433;185;
SK0325518441;179;
SK0325518484;179;
SK0325518514;154;
SK0325518531;149;
SK0325518557;7520;
SK0325518565;87;
SK0325518573;250;
SK0325518603;219;
SK0325518611;759;
SK0325518646;213;
SK0325518701;266;
SK0325518735;1147;
SK0325518743;89;
SK0325518751;713;
SK0325518832;91;
SK0325518841;209;
SK0325518867;596;
SK0325518883;110;
SK0325518905;183;
SK0325518956;79;
SK0325518999;68;
SK0326511218;25364;
SK0326511226;213;
SK0326511234;620;
SK0326511251;629;
SK0326511277;201;
SK0326511293;461;
SK0326511323;1134;
SK0326511331;566;
SK0326511358;2012;
SK0326511366;593;
SK0326511374;267;
SK0326511391;9770;
SK0326511404;891;
SK0326511421;1645;
SK0326511439;668;
SK0326511463;323;
SK0326511480;198;
SK0326511528;366;
SK0326511536;77;
SK0326511544;231;
SK0326511552;1922;
SK0326511561;351;
SK0326511579;218;
SK0326511609;325;
SK0326511625;762;
SK0326511641;1140;
SK0326511668;375;
SK0326511676;187;
SK0326511692;742;
SK0326511706;249;
SK0326511714;194;
SK0326511722;187;
SK0326511749;523;
SK0326511757;128;
SK0326511773;73;
SK0326511781;190;
SK0326511790;1564;
SK0326511803;918;
SK0326511811;337;
SK0326511838;840;
SK0326511846;640;
SK0326511854;592;
SK0326511862;274;
SK0326511871;1403;
SK0326511897;470;
SK0326511901;393;
SK0326511919;1355;
SK0326511927;855;
SK0326511943;334;
SK0326511994;935;
SK0326512010;701;
SK0326557307;1690;
SK0326557315;1133;
SK0326557331;141;
SK0326557340;543;
SK0326558273;335;
SK0326580309;273;
SK0327511269;728;
SK0327511315;2025;
SK0327511340;446;
SK0327511447;229;
SK0327511471;2246;
SK0327511498;2732;
SK0327511501;49;
SK0327511595;1390;
SK0327511617;113;
SK0327511684;275;
SK0327511765;5187;
SK0327511820;246;
SK0327511889;77;
SK0327511978;519;
SK0327512001;415;
SK0327514900;942;
SK0327514918;829;
SK0327515515;112;
SK0327515591;419;
SK0327557323;73;
SK0327580317;858;
SK0327582051;455;
SK0328514675;569;
SK0328514721;910;
SK0328514756;998;
SK0328514896;58;
SK0328514977;189;
SK0328515159;240;
SK0328515256;325;
SK0328515302;72;
SK0328515311;98;
SK0328515361;112;
SK0328515370;633;
SK0328515400;295;
SK0328515507;155;
SK0328515523;217;
SK0328515574;79;
SK0328515612;6791;
SK0328515761;60;
SK0328515833;100;
SK0328525677;372;
SK0328525685;300;
SK0328525766;923;
SK0328525774;408;
SK0328525791;3177;
SK0328525812;833;
SK0328525901;796;
SK0328525928;1245;
SK0328525944;443;
SK0328525987;1200;
SK0328525995;933;
SK0328526002;171;
SK0328526011;197;
SK0328526029;223;
SK0328526037;262;
SK0328526100;70;
SK0328526118;395;
SK0328526142;11109;
SK0328526151;315;
SK0328526258;1327;
SK0328526304;350;
SK0328526321;283;
SK0328557820;213;
SK0328580384;547;
SK0329514462;21527;
SK0329514489;65;
SK0329514501;591;
SK0329514519;846;
SK0329514535;183;
SK0329514543;781;
SK0329514551;204;
SK0329514586;63;
SK0329514594;365;
SK0329514608;540;
SK0329514616;129;
SK0329514624;700;
SK0329514632;183;
SK0329514641;258;
SK0329514659;202;
SK0329514667;211;
SK0329514683;156;
SK0329514691;497;
SK0329514713;430;
SK0329514730;94;
SK0329514764;416;
SK0329514781;708;
SK0329514799;466;
SK0329514811;1141;
SK0329514829;6616;
SK0329514837;1536;
SK0329514845;165;
SK0329514853;110;
SK0329514861;1035;
SK0329514870;224;
SK0329514888;777;
SK0329514926;164;
SK0329514934;116;
SK0329514942;551;
SK0329514951;711;
SK0329514969;460;
SK0329514985;247;
SK0329514993;306;
SK0329515001;2354;
SK0329515019;151;
SK0329515027;821;
SK0329515035;280;
SK0329515043;2971;
SK0329515051;202;
SK0329515060;332;
SK0329515078;931;
SK0329515086;127;
SK0329515094;19;
SK0329515108;352;
SK0329515116;66;
SK0329515124;258;
SK0329515132;554;
SK0329515141;198;
SK0329515167;92;
SK0329515175;193;
SK0329515183;209;
SK0329515205;297;
SK0329515230;503;
SK0329515248;159;
SK0329515264;1593;
SK0329515272;148;
SK0329515281;424;
SK0329515299;204;
SK0329515337;21;
SK0329515345;21;
SK0329515353;1029;
SK0329515388;39;
SK0329515396;41;
SK0329515426;524;
SK0329515442;2190;
SK0329515451;501;
SK0329515469;1415;
SK0329515485;110;
SK0329515493;364;
SK0329515531;252;
SK0329515540;305;
SK0329515566;344;
SK0329515582;288;
SK0329515604;670;
SK0329515621;522;
SK0329515639;960;
SK0329515647;74;
SK0329515655;375;
SK0329515663;541;
SK0329515671;296;
SK0329515680;3664;
SK0329515698;213;
SK0329515701;823;
SK0329515710;805;
SK0329515728;221;
SK0329515736;863;
SK0329515744;1127;
SK0329515752;176;
SK0329515779;390;
SK0329515795;321;
SK0329515809;139;
SK0329515817;134;
SK0329515841;292;
SK0329557757;643;
SK0329557765;218;
SK0329557790;191;
SK0329557811;347;
SK0329557854;330;
SK0329557889;90;
SK0329557901;253;
SK0329557919;262;
SK0329557927;385;
SK041A526665;15707;
SK041A526673;1375;
SK041A526681;224;
SK041A526690;451;
SK041A526703;71;
SK041A526711;649;
SK041A526720;1404;
SK041A526738;189;
SK041A526746;512;
SK041A526754;982;
SK041A526762;2879;
SK041A526771;902;
SK041A526789;1342;
SK041A526797;1261;
SK041A526801;98;
SK041A526819;733;
SK041A526827;159;
SK041A526835;94;
SK041A526843;485;
SK041A526851;629;
SK041A526860;3450;
SK041A526878;1311;
SK041A526886;457;
SK041A526894;62;
SK041A526908;604;
SK041A526916;621;
SK041A526924;3015;
SK041A526932;29;
SK041A526941;596;
SK041A526959;1769;
SK041A526967;1643;
SK041A526975;3052;
SK041A526983;213;
SK041A526991;80;
SK041A527009;51;
SK041A527017;179;
SK041A527025;296;
SK041A527033;380;
SK041A527041;1548;
SK041A527050;371;
SK041A527068;497;
SK041A527076;905;
SK041A527084;263;
SK041A527092;1418;
SK041B527114;192;
SK041B527157;845;
SK041B527165;125;
SK041B527173;294;
SK041B527181;549;
SK041B527190;16;
SK041B527203;233;
SK041B527262;513;
SK041B527289;187;
SK041B527297;410;
SK041B527335;632;
SK041B527343;36;
SK041B527386;183;
SK041B527408;62;
SK041B527416;49;
SK041B527467;30;
SK041B527475;236;
SK041B527513;226;
SK041B527521;144;
SK041B527530;109;
SK041B527572;136;
SK041B527581;342;
SK041B527611;81;
SK041B527637;425;
SK041B527700;178;
SK041B527718;70;
SK041B527726;85;
SK041B527793;200;
SK041B527815;34;
SK041B527823;246;
SK041B527840;9883;
SK041B527866;316;
SK041B527912;484;
SK041B527921;99;
SK041B527939;349;
SK041B527971;141;
SK041B527980;235;
SK041B527998;194;
SK041B528005;62;
SK041B528013;100;
SK041B528021;135;
SK041B528048;627;
SK041B560073;195;
SK041C519197;3991;
SK041C519316;512;
SK041C519332;87;
SK041C519391;1232;
SK041C519448;730;
SK041C519537;518;
SK041C519561;258;
SK041C519596;123;
SK041C519987;456;
SK041C519995;316;
SK041C527106;9909;
SK041C527122;28;
SK041C527131;189;
SK041C527149;56;
SK041C527211;578;
SK041C527220;74;
SK041C527238;88;
SK041C527246;48;
SK041C527254;208;
SK041C527271;145;
SK041C527301;14;
SK041C527319;328;
SK041C527327;316;
SK041C527351;80;
SK041C527360;457;
SK041C527378;256;
SK041C527394;74;
SK041C527424;490;
SK041C527432;222;
SK041C527441;33;
SK041C527459;76;
SK041C527483;730;
SK041C527491;376;
SK041C527505;1047;
SK041C527548;118;
SK041C527556;44;
SK041C527564;444;
SK041C527599;52;
SK041C527602;212;
SK041C527629;103;
SK041C527645;77;
SK041C527653;183;
SK041C527661;266;
SK041C527670;313;
SK041C527688;67;
SK041C527696;566;
SK041C527734;11;
SK041C527742;59;
SK041C527751;417;
SK041C527769;134;
SK041C527777;461;
SK041C527785;440;
SK041C527807;141;
SK041C527831;559;
SK041C527858;133;
SK041C527874;20;
SK041C527882;251;
SK041C527891;83;
SK041C527904;104;
SK041C527947;110;
SK041C527955;197;
SK041C527963;37;
SK041C528030;188;
SK041C528056;75;
SK041C528064;69;
SK041C528072;586;
SK041C528081;387;
SK041C580601;298;
SK041D528731;418;
SK041D528749;213;
SK041D528757;502;
SK041D528765;287;
SK041D528773;1616;
SK041D528781;531;
SK041D528790;515;
SK041D528811;542;
SK041D528820;486;
SK041D528838;440;
SK041D528846;682;
SK041D528854;295;
SK041D528862;307;
SK041D528871;592;
SK041D528889;276;
SK041D528901;1587;
SK041D528919;1499;
SK041D528927;392;
SK041D528935;357;
SK041D528943;792;
SK041D528960;804;
SK041D528978;134;
SK041D528986;450;
SK041D528994;113;
SK041D529001;975;
SK041D529028;209;
SK041D529036;218;
SK041D529044;164;
SK041D529052;267;
SK041D529079;716;
SK041D529109;88;
SK041D529117;195;
SK041D529125;2548;
SK041D529133;2647;
SK041D529141;1510;
SK041D529150;778;
SK041D529168;722;
SK041D529176;2604;
SK041D529184;99;
SK041D529192;996;
SK041D529206;107;
SK041D529214;59;
SK041D529222;2944;
SK041D529231;215;
SK041D529257;1159;
SK041D529265;3352;
SK041D529281;74;
SK041D529290;810;
SK041D544051;20702;
SK041D544060;235;
SK041D544078;1955;
SK041D544086;554;
SK041D544094;2772;
SK041D544108;363;
SK041D544116;2702;
SK041D544124;1331;
SK041D544132;724;
SK041D544141;425;
SK041D544159;770;
SK041D544167;52;
SK041D544175;1359;
SK041D544183;253;
SK041D544191;134;
SK041D544205;54;
SK041D544213;3735;
SK041D544221;666;
SK041D544230;1905;
SK041D581674;1297;
SK0411518964;376;
SK0411519006;30267;
SK0411519014;332;
SK0411519022;349;
SK0411519049;749;
SK0411519057;276;
SK0411519065;776;
SK0411519073;101;
SK0411519081;347;
SK0411519090;102;
SK0411519103;197;
SK0411519111;603;
SK0411519138;328;
SK0411519154;333;
SK0411519162;729;
SK0411519171;521;
SK0411519189;1039;
SK0411519201;442;
SK0411519219;257;
SK0411519227;1049;
SK0411519235;1020;
SK0411519243;520;
SK0411519251;491;
SK0411519260;656;
SK0411519278;97;
SK0411519286;365;
SK0411519294;467;
SK0411519308;83;
SK0411519324;1075;
SK0411519341;868;
SK0411519359;268;
SK0411519367;451;
SK0411519375;656;
SK0411519383;97;
SK0411519405;209;
SK0411519413;62;
SK0411519421;975;
SK0411519430;327;
SK0411519456;1104;
SK0411519464;710;
SK0411519472;585;
SK0411519481;1200;
SK0411519499;81;
SK0411519502;68;
SK0411519511;38;
SK0411519529;306;
SK0411519545;377;
SK0411519553;645;
SK0411519570;1602;
SK0411519588;962;
SK0411519600;131;
SK0411519618;761;
SK0411519626;269;
SK0411519634;225;
SK0411519642;271;
SK0411519669;556;
SK0411519677;158;
SK0411519685;13;
SK0411519693;214;
SK0411519707;1017;
SK0411519715;973;
SK0411519723;380;
SK0411519731;220;
SK0411519740;53;
SK0411519758;303;
SK0411519766;1011;
SK0411519774;568;
SK0411519782;671;
SK0411519791;651;
SK0411519804;199;
SK0411519812;314;
SK0411519821;537;
SK0411519839;641;
SK0411519847;297;
SK0411519855;161;
SK0411519863;629;
SK0411519871;404;
SK0411519880;297;
SK0411519901;251;
SK0411519910;114;
SK0411519928;398;
SK0411519936;2762;
SK0411519944;155;
SK0411519952;124;
SK0411519961;3588;
SK0411519979;765;
SK0412520004;30450;
SK0412520012;236;
SK0412520021;394;
SK0412520055;1316;
SK0412520063;580;
SK0412520110;151;
SK0412520152;158;
SK0412520195;504;
SK0412520225;500;
SK0412520233;471;
SK0412520241;384;
SK0412520250;296;
SK0412520268;580;
SK0412520276;374;
SK0412520292;267;
SK0412520331;2285;
SK0412520349;539;
SK0412520357;461;
SK0412520373;722;
SK0412520403;534;
SK0412520446;425;
SK0412520454;818;
SK0412520462;459;
SK0412520497;963;
SK0412520501;589;
SK0412520527;85;
SK0412520535;137;
SK0412520543;322;
SK0412520560;608;
SK0412520624;871;
SK0412520667;264;
SK0412520683;634;
SK0412520721;468;
SK0412520772;576;
SK0412520781;118;
SK0412520896;801;
SK0412520900;300;
SK0412520926;1233;
SK0412520977;356;
SK0412520985;309;
SK0412521019;56;
SK0412521027;182;
SK0412521035;471;
SK0412521043;538;
SK0412521086;783;
SK0412521116;343;
SK0412528803;583;
SK0412528897;293;
SK0412528951;439;
SK0412529010;35;
SK0412529061;40;
SK0412529087;99;
SK0412529095;207;
SK0412529249;330;
SK0412529273;69;
SK0412559547;1182;
SK0412559598;679;
SK0412559636;104;
SK0412559644;134;
SK0412559652;56;
SK0412582140;870;
SK0413523399;262;
SK0413523411;293;
SK0413523429;218;
SK0413523461;40;
SK0413523470;933;
SK0413523500;92;
SK0413523526;3124;
SK0413523534;1565;
SK0413523569;74;
SK0413523577;1441;
SK0413523585;15304;
SK0413523607;2357;
SK0413523615;258;
SK0413523623;5517;
SK0413523674;121;
SK0413523682;4497;
SK0413523712;826;
SK0413523739;711;
SK0413523771;280;
SK0413523780;2869;
SK0413523798;3343;
SK0413523801;337;
SK0413523810;1852;
SK0413523828;6668;
SK0413523836;2197;
SK0413523861;782;
SK0413523887;977;
SK0413523909;2406;
SK0413523976;2043;
SK0413523984;775;
SK0413523992;333;
SK0413524000;5301;
SK0413524042;913;
SK0413524051;485;
SK0413524069;309;
SK0413524077;1518;
SK0413524085;1378;
SK0413524115;82;
SK0413524123;865;
SK0413559938;191;
SK0413581241;1205;
SK0414526371;169;
SK0414526380;179;
SK0414526401;964;
SK0414526410;145;
SK0414526428;272;
SK0414526452;612;
SK0414526461;838;
SK0414526479;885;
SK0414526487;836;
SK0414526495;336;
SK0414526517;641;
SK0414526525;61;
SK0414526606;86;
SK0414526614;266;
SK0414543179;983;
SK0414543225;649;
SK0414543276;376;
SK0414543292;14015;
SK0414543314;117;
SK0414543381;451;
SK0414543390;151;
SK0414543420;252;
SK0414543446;165;
SK0414543454;42;
SK0414543462;164;
SK0414543471;133;
SK0414543578;3785;
SK0414543608;1851;
SK0414543624;2599;
SK0414543641;500;
SK0414543675;324;
SK0414543691;240;
SK0414581640;99;
SK0415520071;125;
SK0415520098;322;
SK0415520101;301;
SK0415520128;310;
SK0415520187;468;
SK0415520314;253;
SK0415520411;449;
SK0415520471;5806;
SK0415520519;370;
SK0415520578;246;
SK0415520586;18;
SK0415520616;179;
SK0415520691;519;
SK0415520705;104;
SK0415520713;140;
SK0415520853;150;
SK0415520861;84;
SK0415520951;38;
SK0415520993;263;
SK0415521001;188;
SK0415521060;159;
SK0415521078;120;
SK0415559610;161;
SK0416523381;49091;
SK0416523402;2541;
SK0416523437;1405;
SK0416523445;866;
SK0416523488;2131;
SK0416523496;777;
SK0416523518;3226;
SK0416523542;1704;
SK0416523593;891;
SK0416523631;2396;
SK0416523658;943;
SK0416523721;668;
SK0416523747;712;
SK0416523763;1652;
SK0416523844;2271;
SK0416523852;2470;
SK0416523879;2749;
SK0416523925;7714;
SK0416523933;3364;
SK0416523950;1643;
SK0416524018;1498;
SK0416524026;564;
SK0416524034;1839;
SK0416524093;1321;
SK0416524107;1950;
SK0416524131;1367;
SK0416559890;523;
SK0416560103;3838;
SK0416580368;175;
SK0417518522;735;
SK0417518590;3830;
SK0417524140;82927;
SK0417524158;721;
SK0417524174;416;
SK0417524191;523;
SK0417524212;456;
SK0417524221;452;
SK0417524255;203;
SK0417524263;787;
SK0417524271;370;
SK0417524301;1076;
SK0417524336;1080;
SK0417524352;2240;
SK0417524361;819;
SK0417524387;1782;
SK0417524395;2358;
SK0417524409;1128;
SK0417524417;404;
SK0417524425;109;
SK0417524433;914;
SK0417524450;272;
SK0417524468;1679;
SK0417524476;708;
SK0417524506;1081;
SK0417524514;439;
SK0417524522;1280;
SK0417524531;2977;
SK0417524549;1037;
SK0417524581;321;
SK0417524590;414;
SK0417524620;2169;
SK0417524638;2032;
SK0417524646;221;
SK0417524654;1172;
SK0417524662;926;
SK0417524697;350;
SK0417524701;289;
SK0417524727;833;
SK0417524735;171;
SK0417524743;2026;
SK0417524751;432;
SK0417524760;960;
SK0417524786;507;
SK0417524794;519;
SK0417524808;159;
SK0417524832;1095;
SK0417524841;1855;
SK0417524867;300;
SK0417524883;1401;
SK0417524905;189;
SK0417524913;482;
SK0417524930;520;
SK0417524964;60;
SK0417524999;667;
SK0417525014;2005;
SK0417525022;879;
SK0417525031;428;
SK0417525057;416;
SK0417525065;541;
SK0417525073;771;
SK0417525111;1074;
SK0417525138;1374;
SK0417525154;965;
SK0417525162;171;
SK0417525171;2492;
SK0417525189;690;
SK0417525197;376;
SK0417525201;976;
SK0417525251;554;
SK0417525260;2442;
SK0417525278;200;
SK0417525286;1082;
SK0417525294;1319;
SK0417525324;297;
SK0417525332;548;
SK0417525341;1312;
SK0417525383;1541;
SK0417525391;324;
SK0417525405;6759;
SK0417525413;1999;
SK0417525430;1346;
SK0417525448;1191;
SK0417525456;1132;
SK0417525472;443;
SK0417525499;1322;
SK0417525502;297;
SK0417525511;1966;
SK0417556823;1037;
SK0417559971;561;
SK0417559989;208;
SK0418524182;267;
SK0418524204;377;
SK0418524239;1677;
SK0418524247;402;
SK0418524280;514;
SK0418524298;937;
SK0418524310;734;
SK0418524328;91;
SK0418524344;767;
SK0418524379;1443;
SK0418524441;128;
SK0418524492;519;
SK0418524557;340;
SK0418524565;389;
SK0418524573;960;
SK0418524603;7711;
SK0418524611;1798;
SK0418524671;631;
SK0418524689;1241;
SK0418524778;6449;
SK0418524816;675;
SK0418524824;487;
SK0418524875;654;
SK0418524921;870;
SK0418524948;611;
SK0418524956;378;
SK0418524981;2417;
SK0418525006;2852;
SK0418525049;952;
SK0418525081;146;
SK0418525090;1649;
SK0418525103;175;
SK0418525120;1337;
SK0418525146;12206;
SK0418525219;1226;
SK0418525235;2736;
SK0418525243;618;
SK0418525308;330;
SK0418525316;1599;
SK0418525359;534;
SK0418525367;473;
SK0418525375;658;
SK0418525421;119;
SK0419520039;3334;
SK0419520080;37;
SK0419520136;167;
SK0419520161;1869;
SK0419520179;208;
SK0419520209;238;
SK0419520217;48;
SK0419520284;63;
SK0419520322;515;
SK0419520365;503;
SK0419520381;64;
SK0419520390;523;
SK0419520438;256;
SK0419520489;81;
SK0419520551;243;
SK0419520594;136;
SK0419520632;31;
SK0419520641;549;
SK0419520659;555;
SK0419520675;40;
SK0419520730;74;
SK0419520748;77;
SK0419520764;119;
SK0419520802;18208;
SK0419520811;282;
SK0419520829;2352;
SK0419520845;126;
SK0419520870;82;
SK0419520888;161;
SK0419520918;779;
SK0419520934;812;
SK0419520942;239;
SK0419521051;257;
SK0419521108;1266;
SK042A526355;34855;
SK042A526363;842;
SK042A526398;759;
SK042A526436;3917;
SK042A526444;563;
SK042A526533;1841;
SK042A526568;261;
SK042A526576;561;
SK042A526584;408;
SK042A526592;2609;
SK042A526657;2679;
SK042A543152;912;
SK042A543161;1019;
SK042A543195;1189;
SK042A543209;391;
SK042A543250;584;
SK042A543268;8646;
SK042A543284;2288;
SK042A543306;385;
SK042A543331;4706;
SK042A543349;542;
SK042A543357;497;
SK042A543403;999;
SK042A543411;1027;
SK042A543438;185;
SK042A543489;1007;
SK042A543519;4901;
SK042A543527;304;
SK042A543535;1786;
SK042A543586;2171;
SK042A543594;3326;
SK042A543616;1317;
SK042A543667;1132;
SK042A543713;647;
SK042A543721;404;
SK042A560154;8823;
SK042B513792;350;
SK042B513806;454;
SK042B513831;188;
SK042B513849;410;
SK042B528099;22890;
SK042B528102;593;
SK042B528111;741;
SK042B528129;277;
SK042B528145;1352;
SK042B528153;511;
SK042B528161;727;
SK042B528170;1146;
SK042B528188;1213;
SK042B528200;577;
SK042B528218;640;
SK042B528226;140;
SK042B528234;1154;
SK042B528242;550;
SK042B528251;754;
SK042B528269;184;
SK042B528285;440;
SK042B528293;3441;
SK042B528315;610;
SK042B528323;481;
SK042B528340;657;
SK042B528358;461;
SK042B528366;1569;
SK042B528374;1119;
SK042B528382;430;
SK042B528412;285;
SK042B528421;828;
SK042B528439;170;
SK042B528447;7431;
SK042B528455;378;
SK042B528471;1718;
SK042B528480;402;
SK042B528498;313;
SK042B528501;1260;
SK042B528510;1897;
SK042B528528;296;
SK042B528536;528;
SK042B528544;1115;
SK042B528552;1078;
SK042B528561;428;
SK042B528587;1744;
SK042B528609;1454;
SK042B528617;1038;
SK042B528625;692;
SK042B528641;734;
SK042B528650;786;
SK042B528668;479;
SK042B528676;1953;
SK042B528684;943;
SK042B528706;489;
SK042B528722;8524;
SK042B543730;550;
SK042B543748;757;
SK042B543756;1069;
SK042B543764;236;
SK042B543772;1389;
SK042B543781;141;
SK042B543799;576;
SK042B543802;2253;
SK042B543811;209;
SK042B543829;173;
SK042B543845;822;
SK042B543861;741;
SK042B543896;1536;
SK042B543900;992;
SK042B543918;723;
SK042B543926;462;
SK042B543934;245;
SK042B543951;2230;
SK042B543969;533;
SK042B543977;736;
SK042B543985;382;
SK042B543993;360;
SK042B544001;924;
SK042B544019;1835;
SK042B544027;1101;
SK042B544035;635;
SK042B544043;505;
SK0421526509;5851;
SK0421526541;1377;
SK0421526550;102;
SK0421526631;611;
SK0421526649;697;
SK0421543144;279;
SK0421543187;1839;
SK0421543233;1519;
SK0421543241;689;
SK0421543322;1867;
SK0421543365;1812;
SK0421543373;3763;
SK0421543497;3230;
SK0421543501;3354;
SK0421543551;479;
SK0421543560;956;
SK0421543632;187;
SK0421543659;2087;
SK0421543683;144;
SK0421543705;864;
SK0422598119;1361;
SK0422598127;2187;
SK0422598151;18690;
SK0422598186;20066;
SK0422599875;20339;
SK0422599891;765;
SK0423598194;1097;
SK0423598208;2143;
SK0423598216;2671;
SK0423598224;36984;
SK0423599841;5690;
SK0423599859;1186;
SK0423599883;21839;
SK0423599972;7129;
SK0424598682;24673;
SK0424599018;3050;
SK0425599093;3710;
SK0425599786;775;
SK0425599794;6107;
SK0425599816;22112;
SK0425599824;20904;
SK0425599913;2734;
SK0426518107;209;
SK0426518115;215;
SK0426518123;239;
SK0426518140;609;
SK0426521141;601;
SK0426521159;750;
SK0426521167;439;
SK0426521175;818;
SK0426521183;1655;
SK0426521191;643;
SK0426521205;1154;
SK0426521213;1007;
SK0426521221;1362;
SK0426521248;849;
SK0426521256;84;
SK0426521264;1184;
SK0426521272;841;
SK0426521281;725;
SK0426521299;6016;
SK0426521302;2121;
SK0426521311;401;
SK0426521329;411;
SK0426521337;2411;
SK0426521345;2790;
SK0426521353;757;
SK0426521361;1981;
SK0426521370;1862;
SK0426521388;673;
SK0426521396;190;
SK0426521400;1535;
SK0426521418;272;
SK0426521426;363;
SK0426521442;407;
SK0426521469;542;
SK0426521477;667;
SK0426521485;610;
SK0426521493;3630;
SK0426521507;725;
SK0426521523;3929;
SK0426521540;102;
SK0426521558;1280;
SK0426521566;400;
SK0426521574;987;
SK0426521582;1050;
SK0426521591;1340;
SK0426521604;301;
SK0426521612;1165;
SK0426521639;1436;
SK0426521655;1879;
SK0426521663;220;
SK0426521671;4099;
SK0426521680;1452;
SK0426521698;10266;
SK0426521701;62;
SK0426521728;660;
SK0426521736;1581;
SK0426521744;280;
SK0426521752;927;
SK0426521761;458;
SK0426521779;307;
SK0426521787;744;
SK0426521795;523;
SK0426521809;242;
SK0426521817;485;
SK0426521825;680;
SK0426521833;105;
SK0426521841;203;
